region,x,y,z
Hippocampus-R,30,-24,-14
Hippocampus-R,28,-24,-14
Hippocampus-R,26,-24,-14
Hippocampus-R,24,-24,-14
Hippocampus-R,22,-24,-14
Hippocampus-R,38,-22,-14
Hippocampus-R,36,-22,-14
Hippocampus-R,34,-22,-14
Hippocampus-R,32,-22,-14
Hippocampus-R,30,-22,-14
Hippocampus-R,28,-22,-14
Hippocampus-R,26,-22,-14
Hippocampus-R,24,-22,-14
Hippocampus-R,38,-20,-14
Hippocampus-R,36,-20,-14
Hippocampus-R,34,-20,-14
Hippocampus-R,32,-20,-14
Hippocampus-R,30,-20,-14
Hippocampus-R,28,-20,-14
Hippocampus-R,26,-20,-14
Hippocampus-R,24,-20,-14
Hippocampus-R,38,-18,-14
Hippocampus-R,36,-18,-14
Hippocampus-R,34,-18,-14
Hippocampus-R,32,-18,-14
Hippocampus-R,30,-18,-14
Hippocampus-R,28,-18,-14
Hippocampus-R,26,-18,-14
Hippocampus-R,24,-18,-14
Hippocampus-R,22,-18,-14
Hippocampus-R,20,-18,-14
Hippocampus-R,36,-16,-14
Hippocampus-R,34,-16,-14
Hippocampus-R,32,-16,-14
Hippocampus-R,30,-16,-14
Hippocampus-R,28,-16,-14
Hippocampus-R,26,-16,-14
Hippocampus-R,24,-16,-14
Hippocampus-R,22,-16,-14
Hippocampus-R,20,-16,-14
Hippocampus-R,32,-14,-14
Hippocampus-R,30,-14,-14
Hippocampus-R,28,-14,-14
Hippocampus-R,26,-14,-14
Hippocampus-R,24,-14,-14
Hippocampus-R,22,-14,-14
Hippocampus-R,20,-14,-14
Hippocampus-R,18,-14,-14
Hippocampus-R,30,-12,-14
Hippocampus-R,20,-12,-14
Hippocampus-R,18,-12,-14
Hippocampus-R,18,-10,-14
Hippocampus-R,16,-10,-14
Hippocampus-R,32,-32,-12
Hippocampus-R,30,-32,-12
Hippocampus-R,38,-30,-12
Hippocampus-R,36,-30,-12
Hippocampus-R,34,-30,-12
Hippocampus-R,32,-30,-12
Hippocampus-R,30,-30,-12
Hippocampus-R,28,-30,-12
Hippocampus-R,26,-30,-12
Hippocampus-R,38,-28,-12
Hippocampus-R,36,-28,-12
Hippocampus-R,34,-28,-12
Hippocampus-R,32,-28,-12
Hippocampus-R,30,-28,-12
Hippocampus-R,28,-28,-12
Hippocampus-R,26,-28,-12
Hippocampus-R,24,-28,-12
Hippocampus-R,22,-28,-12
Hippocampus-R,20,-28,-12
Hippocampus-R,18,-28,-12
Hippocampus-R,38,-26,-12
Hippocampus-R,36,-26,-12
Hippocampus-R,34,-26,-12
Hippocampus-R,32,-26,-12
Hippocampus-R,30,-26,-12
Hippocampus-R,28,-26,-12
Hippocampus-R,26,-26,-12
Hippocampus-R,24,-26,-12
Hippocampus-R,22,-26,-12
Hippocampus-R,20,-26,-12
Hippocampus-R,38,-24,-12
Hippocampus-R,36,-24,-12
Hippocampus-R,34,-24,-12
Hippocampus-R,32,-24,-12
Hippocampus-R,30,-24,-12
Hippocampus-R,28,-24,-12
Hippocampus-R,26,-24,-12
Hippocampus-R,24,-24,-12
Hippocampus-R,38,-22,-12
Hippocampus-R,36,-22,-12
Hippocampus-R,34,-22,-12
Hippocampus-R,32,-22,-12
Hippocampus-R,30,-22,-12
Hippocampus-R,28,-22,-12
Hippocampus-R,26,-22,-12
Hippocampus-R,36,-20,-12
Hippocampus-R,34,-20,-12
Hippocampus-R,32,-20,-12
Hippocampus-R,30,-20,-12
Hippocampus-R,28,-20,-12
Hippocampus-R,26,-20,-12
Hippocampus-R,36,-18,-12
Hippocampus-R,34,-18,-12
Hippocampus-R,32,-18,-12
Hippocampus-R,30,-18,-12
Hippocampus-R,28,-18,-12
Hippocampus-R,26,-18,-12
Hippocampus-R,24,-18,-12
Hippocampus-R,30,-16,-12
Hippocampus-R,28,-16,-12
Hippocampus-R,22,-16,-12
Hippocampus-R,20,-16,-12
Hippocampus-R,22,-14,-12
Hippocampus-R,20,-14,-12
Hippocampus-R,20,-12,-12
Hippocampus-R,34,-34,-10
Hippocampus-R,32,-34,-10
Hippocampus-R,30,-34,-10
Hippocampus-R,28,-34,-10
Hippocampus-R,36,-32,-10
Hippocampus-R,34,-32,-10
Hippocampus-R,32,-32,-10
Hippocampus-R,30,-32,-10
Hippocampus-R,28,-32,-10
Hippocampus-R,26,-32,-10
Hippocampus-R,38,-30,-10
Hippocampus-R,36,-30,-10
Hippocampus-R,34,-30,-10
Hippocampus-R,32,-30,-10
Hippocampus-R,30,-30,-10
Hippocampus-R,28,-30,-10
Hippocampus-R,26,-30,-10
Hippocampus-R,24,-30,-10
Hippocampus-R,22,-30,-10
Hippocampus-R,20,-30,-10
Hippocampus-R,18,-30,-10
Hippocampus-R,38,-28,-10
Hippocampus-R,36,-28,-10
Hippocampus-R,34,-28,-10
Hippocampus-R,32,-28,-10
Hippocampus-R,30,-28,-10
Hippocampus-R,28,-28,-10
Hippocampus-R,26,-28,-10
Hippocampus-R,24,-28,-10
Hippocampus-R,22,-28,-10
Hippocampus-R,20,-28,-10
Hippocampus-R,38,-26,-10
Hippocampus-R,36,-26,-10
Hippocampus-R,34,-26,-10
Hippocampus-R,32,-26,-10
Hippocampus-R,30,-26,-10
Hippocampus-R,28,-26,-10
Hippocampus-R,26,-26,-10
Hippocampus-R,24,-26,-10
Hippocampus-R,36,-24,-10
Hippocampus-R,34,-24,-10
Hippocampus-R,32,-24,-10
Hippocampus-R,30,-24,-10
Hippocampus-R,28,-24,-10
Hippocampus-R,36,-22,-10
Hippocampus-R,34,-22,-10
Hippocampus-R,32,-22,-10
Hippocampus-R,30,-22,-10
Hippocampus-R,28,-22,-10
Hippocampus-R,30,-20,-10
Hippocampus-R,36,-36,-8
Hippocampus-R,34,-36,-8
Hippocampus-R,32,-36,-8
Hippocampus-R,30,-36,-8
Hippocampus-R,36,-34,-8
Hippocampus-R,34,-34,-8
Hippocampus-R,32,-34,-8
Hippocampus-R,30,-34,-8
Hippocampus-R,28,-34,-8
Hippocampus-R,26,-34,-8
Hippocampus-R,24,-34,-8
Hippocampus-R,36,-32,-8
Hippocampus-R,34,-32,-8
Hippocampus-R,32,-32,-8
Hippocampus-R,30,-32,-8
Hippocampus-R,28,-32,-8
Hippocampus-R,26,-32,-8
Hippocampus-R,24,-32,-8
Hippocampus-R,22,-32,-8
Hippocampus-R,20,-32,-8
Hippocampus-R,18,-32,-8
Hippocampus-R,16,-32,-8
Hippocampus-R,36,-30,-8
Hippocampus-R,34,-30,-8
Hippocampus-R,32,-30,-8
Hippocampus-R,30,-30,-8
Hippocampus-R,28,-30,-8
Hippocampus-R,26,-30,-8
Hippocampus-R,24,-30,-8
Hippocampus-R,22,-30,-8
Hippocampus-R,20,-30,-8
Hippocampus-R,18,-30,-8
Hippocampus-R,36,-28,-8
Hippocampus-R,34,-28,-8
Hippocampus-R,32,-28,-8
Hippocampus-R,30,-28,-8
Hippocampus-R,36,-26,-8
Hippocampus-R,34,-26,-8
Hippocampus-R,32,-26,-8
Hippocampus-R,30,-26,-8
Hippocampus-R,34,-38,-6
Hippocampus-R,32,-38,-6
Hippocampus-R,30,-38,-6
Hippocampus-R,28,-38,-6
Hippocampus-R,34,-36,-6
Hippocampus-R,32,-36,-6
Hippocampus-R,30,-36,-6
Hippocampus-R,28,-36,-6
Hippocampus-R,26,-36,-6
Hippocampus-R,24,-36,-6
Hippocampus-R,34,-34,-6
Hippocampus-R,32,-34,-6
Hippocampus-R,30,-34,-6
Hippocampus-R,28,-34,-6
Hippocampus-R,26,-34,-6
Hippocampus-R,24,-34,-6
Hippocampus-R,22,-34,-6
Hippocampus-R,16,-34,-6
Hippocampus-R,34,-32,-6
Hippocampus-R,32,-32,-6
Hippocampus-R,30,-32,-6
Hippocampus-R,28,-32,-6
Hippocampus-R,26,-32,-6
Hippocampus-R,24,-32,-6
Hippocampus-R,22,-32,-6
Hippocampus-R,20,-32,-6
Hippocampus-R,18,-32,-6
Hippocampus-R,16,-32,-6
Hippocampus-R,34,-30,-6
Hippocampus-R,32,-30,-6
Hippocampus-R,22,-30,-6
Hippocampus-R,32,-40,-4
Hippocampus-R,30,-40,-4
Hippocampus-R,34,-38,-4
Hippocampus-R,32,-38,-4
Hippocampus-R,30,-38,-4
Hippocampus-R,28,-38,-4
Hippocampus-R,26,-38,-4
Hippocampus-R,24,-38,-4
Hippocampus-R,34,-36,-4
Hippocampus-R,32,-36,-4
Hippocampus-R,30,-36,-4
Hippocampus-R,28,-36,-4
Hippocampus-R,26,-36,-4
Hippocampus-R,24,-36,-4
Hippocampus-R,22,-36,-4
Hippocampus-R,20,-36,-4
Hippocampus-R,14,-36,-4
Hippocampus-R,34,-34,-4
Hippocampus-R,32,-34,-4
Hippocampus-R,30,-34,-4
Hippocampus-R,28,-34,-4
Hippocampus-R,26,-34,-4
Hippocampus-R,24,-34,-4
Hippocampus-R,22,-34,-4
Hippocampus-R,20,-34,-4
Hippocampus-R,18,-34,-4
Hippocampus-R,16,-34,-4
Hippocampus-R,14,-34,-4
Hippocampus-R,32,-32,-4
Hippocampus-R,30,-32,-4
Hippocampus-R,30,-40,-2
Hippocampus-R,28,-40,-2
Hippocampus-R,26,-40,-2
Hippocampus-R,24,-40,-2
Hippocampus-R,32,-38,-2
Hippocampus-R,30,-38,-2
Hippocampus-R,28,-38,-2
Hippocampus-R,26,-38,-2
Hippocampus-R,24,-38,-2
Hippocampus-R,22,-38,-2
Hippocampus-R,32,-36,-2
Hippocampus-R,30,-36,-2
Hippocampus-R,28,-36,-2
Hippocampus-R,26,-36,-2
Hippocampus-R,24,-36,-2
Hippocampus-R,22,-36,-2
Hippocampus-R,20,-36,-2
Hippocampus-R,18,-36,-2
Hippocampus-R,16,-36,-2
Hippocampus-R,14,-36,-2
Hippocampus-R,28,-34,-2
Hippocampus-R,26,-34,-2
Hippocampus-R,24,-34,-2
Hippocampus-R,22,-34,-2
Hippocampus-R,20,-34,-2
Hippocampus-R,18,-34,-2
Hippocampus-R,16,-34,-2
Hippocampus-R,30,-40,0
Hippocampus-R,28,-40,0
Hippocampus-R,26,-40,0
Hippocampus-R,24,-40,0
Hippocampus-R,22,-40,0
Hippocampus-R,30,-38,0
Hippocampus-R,28,-38,0
Hippocampus-R,26,-38,0
Hippocampus-R,24,-38,0
Hippocampus-R,22,-38,0
Hippocampus-R,20,-38,0
Hippocampus-R,18,-38,0
Hippocampus-R,16,-38,0
Hippocampus-R,14,-38,0
Hippocampus-R,12,-38,0
Hippocampus-R,30,-36,0
Hippocampus-R,28,-36,0
Hippocampus-R,26,-36,0
Hippocampus-R,24,-36,0
Hippocampus-R,22,-36,0
Hippocampus-R,20,-36,0
Hippocampus-R,18,-36,0
Hippocampus-R,16,-36,0
Hippocampus-R,14,-36,0
Hippocampus-R,28,-40,2
Hippocampus-R,26,-40,2
Hippocampus-R,24,-40,2
Hippocampus-R,22,-40,2
Hippocampus-R,20,-40,2
Hippocampus-R,18,-40,2
Hippocampus-R,30,-38,2
Hippocampus-R,28,-38,2
Hippocampus-R,26,-38,2
Hippocampus-R,24,-38,2
Hippocampus-R,22,-38,2
Hippocampus-R,20,-38,2
Hippocampus-R,18,-38,2
Hippocampus-R,16,-38,2
Hippocampus-R,14,-38,2
Hippocampus-R,12,-38,2
Hippocampus-R,26,-36,2
Hippocampus-R,24,-36,2
Hippocampus-R,22,-36,2
Hippocampus-R,20,-36,2
Hippocampus-R,18,-36,2
Hippocampus-R,16,-36,2
Hippocampus-R,14,-36,2
Hippocampus-R,26,-40,4
Hippocampus-R,24,-40,4
Hippocampus-R,22,-40,4
Hippocampus-R,20,-40,4
Hippocampus-R,16,-40,4
Hippocampus-R,14,-40,4
Hippocampus-R,12,-40,4
Hippocampus-R,26,-38,4
Hippocampus-R,24,-38,4
Hippocampus-R,22,-38,4
Hippocampus-R,20,-38,4
Hippocampus-R,18,-38,4
Hippocampus-R,16,-38,4
Hippocampus-R,14,-38,4
Hippocampus-R,12,-38,4
Hippocampus-R,24,-36,4
Hippocampus-R,22,-36,4
Hippocampus-R,20,-36,4
Hippocampus-R,18,-36,4
Hippocampus-R,16,-36,4
Hippocampus-R,14,-36,4
Hippocampus-R,12,-36,4
Hippocampus-R,22,-38,6
Hippocampus-R,20,-38,6
Hippocampus-R,18,-38,6
Hippocampus-R,22,-36,6
Hippocampus-R,20,-36,6
Hippocampus-R,18,-36,6
Hippocampus-R,16,-36,6
Hippocampus-R,14,-36,6
Pallidum-L,-22,-8,-8
Pallidum-L,-12,-4,-8
Pallidum-L,-14,-4,-8
Pallidum-L,-16,-4,-8
Pallidum-L,-18,-4,-8
Pallidum-L,-20,-4,-8
Pallidum-L,-12,-2,-8
Pallidum-L,-14,-2,-8
Pallidum-L,-16,-2,-8
Pallidum-L,-18,-2,-8
Pallidum-L,-12,0,-8
Pallidum-L,-14,0,-8
Pallidum-L,-16,0,-8
Pallidum-L,-18,0,-8
Pallidum-L,-20,0,-8
Pallidum-L,-18,2,-8
Pallidum-L,-22,-14,-6
Pallidum-L,-24,-14,-6
Pallidum-L,-26,-14,-6
Pallidum-L,-22,-12,-6
Pallidum-L,-24,-12,-6
Pallidum-L,-26,-12,-6
Pallidum-L,-20,-10,-6
Pallidum-L,-22,-10,-6
Pallidum-L,-24,-10,-6
Pallidum-L,-26,-10,-6
Pallidum-L,-18,-8,-6
Pallidum-L,-20,-8,-6
Pallidum-L,-22,-8,-6
Pallidum-L,-24,-8,-6
Pallidum-L,-26,-8,-6
Pallidum-L,-14,-6,-6
Pallidum-L,-16,-6,-6
Pallidum-L,-18,-6,-6
Pallidum-L,-20,-6,-6
Pallidum-L,-22,-6,-6
Pallidum-L,-24,-6,-6
Pallidum-L,-12,-4,-6
Pallidum-L,-14,-4,-6
Pallidum-L,-16,-4,-6
Pallidum-L,-18,-4,-6
Pallidum-L,-20,-4,-6
Pallidum-L,-22,-4,-6
Pallidum-L,-24,-4,-6
Pallidum-L,-12,-2,-6
Pallidum-L,-14,-2,-6
Pallidum-L,-16,-2,-6
Pallidum-L,-18,-2,-6
Pallidum-L,-20,-2,-6
Pallidum-L,-22,-2,-6
Pallidum-L,-12,0,-6
Pallidum-L,-14,0,-6
Pallidum-L,-16,0,-6
Pallidum-L,-18,0,-6
Pallidum-L,-20,0,-6
Pallidum-L,-22,0,-6
Pallidum-L,-12,2,-6
Pallidum-L,-14,2,-6
Pallidum-L,-16,2,-6
Pallidum-L,-18,2,-6
Pallidum-L,-20,2,-6
Pallidum-L,-12,4,-6
Pallidum-L,-14,4,-6
Pallidum-L,-16,4,-6
Pallidum-L,-12,6,-6
Pallidum-L,-14,6,-6
Pallidum-L,-26,-18,-4
Pallidum-L,-24,-16,-4
Pallidum-L,-26,-16,-4
Pallidum-L,-22,-14,-4
Pallidum-L,-24,-14,-4
Pallidum-L,-26,-14,-4
Pallidum-L,-20,-12,-4
Pallidum-L,-22,-12,-4
Pallidum-L,-24,-12,-4
Pallidum-L,-26,-12,-4
Pallidum-L,-18,-10,-4
Pallidum-L,-20,-10,-4
Pallidum-L,-22,-10,-4
Pallidum-L,-24,-10,-4
Pallidum-L,-26,-10,-4
Pallidum-L,-18,-8,-4
Pallidum-L,-20,-8,-4
Pallidum-L,-22,-8,-4
Pallidum-L,-24,-8,-4
Pallidum-L,-26,-8,-4
Pallidum-L,-14,-6,-4
Pallidum-L,-16,-6,-4
Pallidum-L,-18,-6,-4
Pallidum-L,-20,-6,-4
Pallidum-L,-22,-6,-4
Pallidum-L,-24,-6,-4
Pallidum-L,-26,-6,-4
Pallidum-L,-12,-4,-4
Pallidum-L,-14,-4,-4
Pallidum-L,-16,-4,-4
Pallidum-L,-18,-4,-4
Pallidum-L,-20,-4,-4
Pallidum-L,-22,-4,-4
Pallidum-L,-24,-4,-4
Pallidum-L,-12,-2,-4
Pallidum-L,-14,-2,-4
Pallidum-L,-16,-2,-4
Pallidum-L,-18,-2,-4
Pallidum-L,-20,-2,-4
Pallidum-L,-22,-2,-4
Pallidum-L,-24,-2,-4
Pallidum-L,-12,0,-4
Pallidum-L,-14,0,-4
Pallidum-L,-16,0,-4
Pallidum-L,-18,0,-4
Pallidum-L,-20,0,-4
Pallidum-L,-22,0,-4
Pallidum-L,-12,2,-4
Pallidum-L,-14,2,-4
Pallidum-L,-16,2,-4
Pallidum-L,-18,2,-4
Pallidum-L,-20,2,-4
Pallidum-L,-12,4,-4
Pallidum-L,-14,4,-4
Pallidum-L,-16,4,-4
Pallidum-L,-18,4,-4
Pallidum-L,-12,6,-4
Pallidum-L,-14,6,-4
Pallidum-L,-16,6,-4
Pallidum-L,-24,-18,-2
Pallidum-L,-26,-18,-2
Pallidum-L,-22,-16,-2
Pallidum-L,-24,-16,-2
Pallidum-L,-26,-16,-2
Pallidum-L,-22,-14,-2
Pallidum-L,-24,-14,-2
Pallidum-L,-26,-14,-2
Pallidum-L,-20,-12,-2
Pallidum-L,-22,-12,-2
Pallidum-L,-24,-12,-2
Pallidum-L,-26,-12,-2
Pallidum-L,-18,-10,-2
Pallidum-L,-20,-10,-2
Pallidum-L,-22,-10,-2
Pallidum-L,-24,-10,-2
Pallidum-L,-26,-10,-2
Pallidum-L,-18,-8,-2
Pallidum-L,-20,-8,-2
Pallidum-L,-22,-8,-2
Pallidum-L,-24,-8,-2
Pallidum-L,-26,-8,-2
Pallidum-L,-16,-6,-2
Pallidum-L,-18,-6,-2
Pallidum-L,-20,-6,-2
Pallidum-L,-22,-6,-2
Pallidum-L,-24,-6,-2
Pallidum-L,-26,-6,-2
Pallidum-L,-14,-4,-2
Pallidum-L,-16,-4,-2
Pallidum-L,-18,-4,-2
Pallidum-L,-20,-4,-2
Pallidum-L,-22,-4,-2
Pallidum-L,-24,-4,-2
Pallidum-L,-12,-2,-2
Pallidum-L,-14,-2,-2
Pallidum-L,-16,-2,-2
Pallidum-L,-18,-2,-2
Pallidum-L,-20,-2,-2
Pallidum-L,-22,-2,-2
Pallidum-L,-24,-2,-2
Pallidum-L,-12,0,-2
Pallidum-L,-14,0,-2
Pallidum-L,-16,0,-2
Pallidum-L,-18,0,-2
Pallidum-L,-20,0,-2
Pallidum-L,-22,0,-2
Pallidum-L,-12,2,-2
Pallidum-L,-14,2,-2
Pallidum-L,-16,2,-2
Pallidum-L,-18,2,-2
Pallidum-L,-20,2,-2
Pallidum-L,-12,4,-2
Pallidum-L,-14,4,-2
Pallidum-L,-16,4,-2
Pallidum-L,-18,4,-2
Pallidum-L,-12,6,-2
Pallidum-L,-14,6,-2
Pallidum-L,-16,6,-2
Pallidum-L,-26,-18,0
Pallidum-L,-22,-16,0
Pallidum-L,-24,-16,0
Pallidum-L,-26,-16,0
Pallidum-L,-22,-14,0
Pallidum-L,-24,-14,0
Pallidum-L,-26,-14,0
Pallidum-L,-22,-12,0
Pallidum-L,-24,-12,0
Pallidum-L,-26,-12,0
Pallidum-L,-20,-10,0
Pallidum-L,-22,-10,0
Pallidum-L,-24,-10,0
Pallidum-L,-26,-10,0
Pallidum-L,-18,-8,0
Pallidum-L,-20,-8,0
Pallidum-L,-22,-8,0
Pallidum-L,-24,-8,0
Pallidum-L,-26,-8,0
Pallidum-L,-16,-6,0
Pallidum-L,-18,-6,0
Pallidum-L,-20,-6,0
Pallidum-L,-22,-6,0
Pallidum-L,-24,-6,0
Pallidum-L,-26,-6,0
Pallidum-L,-16,-4,0
Pallidum-L,-18,-4,0
Pallidum-L,-20,-4,0
Pallidum-L,-22,-4,0
Pallidum-L,-24,-4,0
Pallidum-L,-14,-2,0
Pallidum-L,-16,-2,0
Pallidum-L,-18,-2,0
Pallidum-L,-20,-2,0
Pallidum-L,-22,-2,0
Pallidum-L,-24,-2,0
Pallidum-L,-12,0,0
Pallidum-L,-14,0,0
Pallidum-L,-16,0,0
Pallidum-L,-18,0,0
Pallidum-L,-20,0,0
Pallidum-L,-22,0,0
Pallidum-L,-12,2,0
Pallidum-L,-14,2,0
Pallidum-L,-16,2,0
Pallidum-L,-18,2,0
Pallidum-L,-20,2,0
Pallidum-L,-12,4,0
Pallidum-L,-14,4,0
Pallidum-L,-16,4,0
Pallidum-L,-18,4,0
Pallidum-L,-12,6,0
Pallidum-L,-14,6,0
Pallidum-L,-16,6,0
Pallidum-L,-18,6,0
Pallidum-L,-22,-14,2
Pallidum-L,-24,-14,2
Pallidum-L,-26,-14,2
Pallidum-L,-22,-12,2
Pallidum-L,-24,-12,2
Pallidum-L,-26,-12,2
Pallidum-L,-22,-10,2
Pallidum-L,-24,-10,2
Pallidum-L,-20,-8,2
Pallidum-L,-22,-8,2
Pallidum-L,-24,-8,2
Pallidum-L,-18,-6,2
Pallidum-L,-20,-6,2
Pallidum-L,-22,-6,2
Pallidum-L,-24,-6,2
Pallidum-L,-16,-4,2
Pallidum-L,-18,-4,2
Pallidum-L,-20,-4,2
Pallidum-L,-22,-4,2
Pallidum-L,-14,-2,2
Pallidum-L,-16,-2,2
Pallidum-L,-18,-2,2
Pallidum-L,-20,-2,2
Pallidum-L,-22,-2,2
Pallidum-L,-14,0,2
Pallidum-L,-16,0,2
Pallidum-L,-18,0,2
Pallidum-L,-20,0,2
Pallidum-L,-14,2,2
Pallidum-L,-16,2,2
Pallidum-L,-18,2,2
Pallidum-L,-20,2,2
Pallidum-L,-16,4,2
Pallidum-L,-18,4,2
Pallidum-L,-22,-12,4
Pallidum-L,-24,-12,4
Pallidum-L,-22,-10,4
Pallidum-L,-24,-10,4
Pallidum-L,-20,-8,4
Pallidum-L,-22,-8,4
Pallidum-L,-24,-8,4
Pallidum-L,-18,-6,4
Pallidum-L,-20,-6,4
Pallidum-L,-22,-6,4
Pallidum-L,-18,-4,4
Pallidum-L,-20,-4,4
Pallidum-L,-22,-4,4
Pallidum-L,-16,-2,4
Pallidum-L,-18,-2,4
Pallidum-L,-20,-2,4
Pallidum-L,-14,0,4
Pallidum-L,-16,0,4
Pallidum-L,-18,0,4
Pallidum-L,-20,0,4
Pallidum-L,-16,2,4
Pallidum-L,-18,2,4
Pallidum-L,-22,-8,6
Pallidum-L,-20,-4,6
Pallidum-R,18,-2,-8
Pallidum-R,16,-2,-8
Pallidum-R,14,-2,-8
Pallidum-R,26,-14,-6
Pallidum-R,24,-14,-6
Pallidum-R,26,-12,-6
Pallidum-R,24,-12,-6
Pallidum-R,26,-10,-6
Pallidum-R,24,-10,-6
Pallidum-R,22,-10,-6
Pallidum-R,26,-8,-6
Pallidum-R,24,-8,-6
Pallidum-R,22,-8,-6
Pallidum-R,20,-8,-6
Pallidum-R,26,-6,-6
Pallidum-R,24,-6,-6
Pallidum-R,22,-6,-6
Pallidum-R,20,-6,-6
Pallidum-R,18,-6,-6
Pallidum-R,16,-6,-6
Pallidum-R,26,-4,-6
Pallidum-R,24,-4,-6
Pallidum-R,22,-4,-6
Pallidum-R,20,-4,-6
Pallidum-R,18,-4,-6
Pallidum-R,16,-4,-6
Pallidum-R,14,-4,-6
Pallidum-R,24,-2,-6
Pallidum-R,22,-2,-6
Pallidum-R,20,-2,-6
Pallidum-R,18,-2,-6
Pallidum-R,16,-2,-6
Pallidum-R,14,-2,-6
Pallidum-R,12,-2,-6
Pallidum-R,22,0,-6
Pallidum-R,20,0,-6
Pallidum-R,18,0,-6
Pallidum-R,16,0,-6
Pallidum-R,14,0,-6
Pallidum-R,12,0,-6
Pallidum-R,22,2,-6
Pallidum-R,20,2,-6
Pallidum-R,16,2,-6
Pallidum-R,18,4,-6
Pallidum-R,14,6,-6
Pallidum-R,28,-14,-4
Pallidum-R,26,-14,-4
Pallidum-R,24,-14,-4
Pallidum-R,22,-14,-4
Pallidum-R,26,-12,-4
Pallidum-R,24,-12,-4
Pallidum-R,22,-12,-4
Pallidum-R,26,-10,-4
Pallidum-R,24,-10,-4
Pallidum-R,22,-10,-4
Pallidum-R,20,-10,-4
Pallidum-R,26,-8,-4
Pallidum-R,24,-8,-4
Pallidum-R,22,-8,-4
Pallidum-R,20,-8,-4
Pallidum-R,26,-6,-4
Pallidum-R,24,-6,-4
Pallidum-R,22,-6,-4
Pallidum-R,20,-6,-4
Pallidum-R,18,-6,-4
Pallidum-R,16,-6,-4
Pallidum-R,26,-4,-4
Pallidum-R,24,-4,-4
Pallidum-R,22,-4,-4
Pallidum-R,20,-4,-4
Pallidum-R,18,-4,-4
Pallidum-R,16,-4,-4
Pallidum-R,14,-4,-4
Pallidum-R,24,-2,-4
Pallidum-R,22,-2,-4
Pallidum-R,20,-2,-4
Pallidum-R,18,-2,-4
Pallidum-R,16,-2,-4
Pallidum-R,14,-2,-4
Pallidum-R,12,-2,-4
Pallidum-R,22,0,-4
Pallidum-R,20,0,-4
Pallidum-R,18,0,-4
Pallidum-R,16,0,-4
Pallidum-R,14,0,-4
Pallidum-R,12,0,-4
Pallidum-R,22,2,-4
Pallidum-R,20,2,-4
Pallidum-R,18,2,-4
Pallidum-R,16,2,-4
Pallidum-R,14,2,-4
Pallidum-R,12,2,-4
Pallidum-R,18,4,-4
Pallidum-R,16,4,-4
Pallidum-R,14,4,-4
Pallidum-R,12,4,-4
Pallidum-R,18,6,-4
Pallidum-R,16,6,-4
Pallidum-R,14,6,-4
Pallidum-R,12,6,-4
Pallidum-R,28,-16,-2
Pallidum-R,26,-16,-2
Pallidum-R,28,-14,-2
Pallidum-R,26,-14,-2
Pallidum-R,24,-14,-2
Pallidum-R,22,-14,-2
Pallidum-R,28,-12,-2
Pallidum-R,26,-12,-2
Pallidum-R,24,-12,-2
Pallidum-R,22,-12,-2
Pallidum-R,26,-10,-2
Pallidum-R,24,-10,-2
Pallidum-R,22,-10,-2
Pallidum-R,20,-10,-2
Pallidum-R,26,-8,-2
Pallidum-R,24,-8,-2
Pallidum-R,22,-8,-2
Pallidum-R,20,-8,-2
Pallidum-R,26,-6,-2
Pallidum-R,24,-6,-2
Pallidum-R,22,-6,-2
Pallidum-R,20,-6,-2
Pallidum-R,18,-6,-2
Pallidum-R,16,-6,-2
Pallidum-R,26,-4,-2
Pallidum-R,24,-4,-2
Pallidum-R,22,-4,-2
Pallidum-R,20,-4,-2
Pallidum-R,18,-4,-2
Pallidum-R,16,-4,-2
Pallidum-R,24,-2,-2
Pallidum-R,22,-2,-2
Pallidum-R,20,-2,-2
Pallidum-R,18,-2,-2
Pallidum-R,16,-2,-2
Pallidum-R,14,-2,-2
Pallidum-R,22,0,-2
Pallidum-R,20,0,-2
Pallidum-R,18,0,-2
Pallidum-R,16,0,-2
Pallidum-R,14,0,-2
Pallidum-R,12,0,-2
Pallidum-R,22,2,-2
Pallidum-R,20,2,-2
Pallidum-R,18,2,-2
Pallidum-R,16,2,-2
Pallidum-R,14,2,-2
Pallidum-R,12,2,-2
Pallidum-R,20,4,-2
Pallidum-R,18,4,-2
Pallidum-R,16,4,-2
Pallidum-R,14,4,-2
Pallidum-R,12,4,-2
Pallidum-R,18,6,-2
Pallidum-R,16,6,-2
Pallidum-R,14,6,-2
Pallidum-R,12,6,-2
Pallidum-R,26,-14,0
Pallidum-R,24,-14,0
Pallidum-R,22,-14,0
Pallidum-R,26,-12,0
Pallidum-R,24,-12,0
Pallidum-R,26,-10,0
Pallidum-R,24,-10,0
Pallidum-R,22,-10,0
Pallidum-R,26,-8,0
Pallidum-R,24,-8,0
Pallidum-R,22,-8,0
Pallidum-R,20,-8,0
Pallidum-R,26,-6,0
Pallidum-R,24,-6,0
Pallidum-R,22,-6,0
Pallidum-R,20,-6,0
Pallidum-R,18,-6,0
Pallidum-R,26,-4,0
Pallidum-R,24,-4,0
Pallidum-R,22,-4,0
Pallidum-R,20,-4,0
Pallidum-R,18,-4,0
Pallidum-R,16,-4,0
Pallidum-R,24,-2,0
Pallidum-R,22,-2,0
Pallidum-R,20,-2,0
Pallidum-R,18,-2,0
Pallidum-R,16,-2,0
